title,authors,year,doi,journal
Tropical river suspended sediment and solute dynamics in storms during an extreme drought,"Clark, K.E., Shanley, J.B., Scholl, M.A., Perdrial, N., Perdrial, J.N., Plante, A.F., McDowell W.H. ",2017,10.1002/2016WR019737,Water Resources Research
On the use of a snow aridity index to predict remotely sensed forest productivity in the presence of bark beetle disturbance.,"Knowles, JK, L. Lestak, N.P. Molotch ",2018,10.1002/2016WR019887,"Water Resources Research, "
"Temporal Information Partitioning: Characterizing Synergy, Uniqueness, and Redundancy in Interacting Environmental Variables","Goodwell, A.E., and Kumar, P. ",2017,10.1002/2016WR020216,Water Resources Research
Temporal Information Partitioning Networks (TIPNets): A Process Network Approach to Infer Ecohydrologic Shifts,"Goodwell, A.E. and Kumar, P. ",2017,10.1002/2016WR020218,Water Resources Research
On the dynamic smoothing of mountains,"Bonetti, S., and Porporato, A. ",2017,10.1002/2017GL073095,Geophysical Research Letters
Stochastic modeling of interannual variation of hydrologic variables,"Dralle, D.N., Karst, N., Muller, M., Vico, G., and Thompson, S.E. ",2017,10.1002/2017GL074139,Geophysical Research Letters
Snowmelt‐driven trade‐offs between early and late season productivity negatively impact forest carbon uptake during drought,"Knowles J.F., Molotch N.P., Trujillo E. & Litvak M.E.  ",2018,10.1002/2017GL076504,Geophysical Research Letters
Snowmelt‐driven trade‐offs between early and late season productivity negatively impact forest carbon uptake during drought,"Knowles J.F., Molotch N.P., Trujillo E. & Litvak M.E.  ",2018,10.1002/2017GL076504,Geophysical Research Letters
Hydrologic transport of dissolved inorganic carbon and its control on chemical weathering,"Calabrese, S., Porporato, A., and Parolari, A.J. ",2017,10.1002/2017JF004346,Journal of Geophysical Research: Earth Surface
Quasi-steady evolution of hillslopes in layered landscapes:  An analytic approach.,"Glade, R and Anderson, RS  ",2018,10.1002/2017JF004466,JGR Earth Surface
Interaction Between Ecohydrologic Dynamics and Microtopographic Variability Under Climate Change,"Le, P.V.V. and Kumar, P. ",2017,10.1002/2017WR020377,Dhara
The Frontier Beneath our Feet,"Grant, G., and Dietrich, W.E. ",2017,10.1002/2017WR020835,Water Resources Research
Role of Micro-Topographic Variability on the Distribution of Inorganic Soil-Nitrogen Age in Intensively Managed Landscape,"Woo, D.K. and Kumar, P. ",2017,10.1002/2017WR021053,Water Resources research
Implementing dynamic root optimization in Noah‐MP for simulating phreatophytic root water uptake,"Wang P., Niu G.‐Y., Fang Y.‐H., Wu R.‐J., Yu J.‐J., Yuan G.‐F., Pozdniakov S.P., and Scott R.L. ",2018,10.1002/2017WR021061,Water Resources Research
Flow Resistance Interactions on Hillslopes With Heterogeneous Attributes: Effects on Runoff Hydrograph Characteristics,"Papanicolaou, A.N., Abban, B., Dermisis, D., Giannopoulos, C., Flanagan, D., Frankenberger, J., and Wacha, K. ",2018,10.1002/2017WR021109,Water Resources Research
Dynamic Flow Resistance Interactions between Landscape Attributes and Overland Flow: Effects on Runoff Hydrograph Characteristics,"Papanicolaou, A.N., Abban, B., Dermisis, D.C., Giannopoulos, C.P., Flanagan, D.C., Frankenberg, J.R., and Wacha, K.M. ",2018,10.1002/2017WR021109,Water Resources Research
"Concentration-Discharge Relations in the Critical Zone: Implications for Resolving Critical Zone Structure, Function and Evolution","Chorover, J., Derry, L. A., McDowell, W. H. ",2017,10.1002/2017WR021111,Water Resources Research
"Concentration-Discharge Relations in the Critical Zone: Implications for Resolving Critical Zone Structure, Function and Evolution","Chorover, J., Derry, L. A., McDowell, W. H. ",2017,10.1002/2017WR021111,Water Resources Research
Functional Topology of Evolving Urban Drainage Networks,"Yang, S., Paik, K., McGrath, G., Urich, C., Krueger, E., Kumar, P., and Rao, P. ",2017,10.1002/2017WR021555,Water Resources Research
A class of exact solutions of the Boussinesq equation for horizontal and sloping aquifers,"Bartlett, M.S., and A. Porporato ",2018,10.1002/2017WR022056,Water Resources Research
Snow cover depletion curves and snow water equivalent reconstruction: six decades of hydrologic remote sensing applications.,"Molotch, N.P., Durand, M.T., Guan, B., Margulis, S.A., and Davis, R.E. ",2014,10.1002/9781118872086.ch10,"In Lakshmi, Venkataraman, ed., AGU Monograph on Remote Sensing of the Terrestrial Water Cycle, American Geophysical Union, p. "
Reanalysis of water and carbon cycle models at a critical zone observatory,"Yu, X., C. J. Duffy, J. Kaye, W. T. Crow, G. Bhatt, and Y. Shi ",2015,10.1002/9781118872086.ch31,"In Remote Sensing of the Terrestrial Water Cycle, Geophysical Monograph "
Critical Zone Biogeochemistry,"Moravec, B. and Chorover, J. ",2020,10.1002/9781119413332.ch6,"In Biogeochemical Cycles (eds K. Dontsova, Z. Balogh‐Brunstad and G. Le Roux)"
The impact of tillage row orientation on physical and chemical sediment enrichment,"Wacha, K.M., Papanicolaou, A.N., Abban, B.K., Wilson, C.G., Giannopoulos, C.P., Hou, T., Filley, T.R., and Hatfield, J.L. ",2020,10.1002/agg2.20007,"Agrosystems, Geosciences, and Environment"
Nutrient export and elemental stoichiometry in an urban tropical river,"William H. McDowell, William G. McDowell, Jody D. Potter, Alonso Ramírez ",2019,10.1002/eap.1839,Ecological Applications
Global change-type drought-induced tree mortality: vapor pressure deficit is more important than temperature per se in causing decline in tree health,"Eamus D., Boulain N., Cleverly J., and Breshears D.D.  ",2013,10.1002/ece3.664,Ecology and Evolution
Ecohydrologic connections and complexities in drylands: new perspectives for understanding transformative landscape change.,"Wilcox B. P., Seyfried M. S., Breshears D. D. and McDonnell J. J. ",2012,10.1002/eco.1251,Ecohydrology
"Multi-scale Observations of Snow Accumulation and Peak Snowpack Following Widespread, Insect-induced Lodgepole Pine Mortality.","Biederman J. A., Brooks P. D., Harpold A. A., Gutmann E., Gochis D. J., Reed D. E., and Pendall E. ",2014,10.1002/eco.1342,Ecohydrology
"Multi-scale Observations of Snow Accumulation and Peak Snowpack Following Widespread, Insect-induced Lodgepole Pine Mortality.","Biederman J. A., Brooks P. D., Harpold A. A., Gutmann E., Gochis D. J., Reed D. E., and Pendall E. ",2014,10.1002/eco.1342,Ecohydrology
An integrated modelling framework of catchment-scale ecohydrological processes: 1. Model description and tests over an energy-limited watershed,"Niu G.-Y., Paniconi C., Troch P.A., Scott R.L., Durcik M., Zeng X., Huxman T. and Goodrich D.C.  ",2014,10.1002/eco.1362,Ecohydrology
"Changes in snow accumulation and ablation following the Las Conchas Forest Fire, New Mexico, USA","Harpold A.A., Biederman J.A., Condon K., Merino M., Korgaonkar Y., Nan T., Sloat L.L., Ross M. and Brooks P.D.  ",2014,10.1002/eco.1363,Ecohydrology
"Changes in snow accumulation and ablation following the Las Conchas Forest Fire, New Mexico, USA","Harpold A.A., Biederman J.A., Condon K., Merino M., Korgaonkar Y., Nan T., Sloat L.L., Ross M. and Brooks P.D.  ",2014,10.1002/eco.1363,Ecohydrology
An integrated modelling framework of catchment-scale ecohydrological processes: 2. The role of water subsidy by overland flow on vegetation dynamics in a semi-arid catchment,"Niu G.-Y., Troch P.A., Paniconi C., Scott R.L., Durcik M., Zeng X., Huxman T. Goodrich D.C., and Pelletier J. ",2014,10.1002/eco.1405,Ecohydrology
Vegetation induced changes in the stable isotope composition of near surface humidity.,"Simonin, K.A., Link, P., Rempe, D., Miller, S., Oshun, J., Bode, C., Dietrich, W.E., Fung, I. and Dawson T.E. ",2014,10.1002/eco.1420,EcoHydrology
Forest ecohydrological response to bimodal precipitation during contrasting winter to summer transitions,"Mahmood T.H., Vivoni E.R. ",2014,10.1002/eco.1424,Ecohydrology
Influence of snow cover duration on soil evaporation and respiration efflux in mixed-conifer ecosystems,"Nelson K., Kurc S.A., John G., Minor R. and Barron-Gafford G.A. ",2014,10.1002/eco.1425,Ecohydrology
Ecohydrological flow networks in the subsurface,"Band, L., J.J. McDonnell, A. Barros, A. Bejan, T. Burt, W.E. Dietrich, J. Duncan, T. Hwang, G. Katul, Y. Kim, B. McGlynn, B. Myles, A. Porporato, C. Scaife, and P. Troch ",2014,10.1002/eco.1525,Ecohydrology
"Climatic, ecophysiological, and phenological controls on plant ecohydrological strategies in seasonally dry ecosystems","Vico, Giulia Thompson, Sally E. Manzoni, Stefano Molini, Annalisa Albertson, John D. Almeida-Cortez, Jarcilene S. Fay, Philip A. Feng, Xue Guswa, Andrew J. Liu, Hu Wilson, Tiffany G. Porporato, Amilcare ",2015,10.1002/eco.1533,Ecohydrology
Quantifying the effects of vegetation structure on snow accumulation and ablation in mixed-conifer forests,"Broxton P. D., Harpold A. A., Biederman J. A., Troch P. A., Molotch N. P., and Brooks P. D.  ",2015,10.1002/eco.1565,Ecohydrology
Quantifying the effects of vegetation structure on snow accumulation and ablation in mixed-conifer forests,"Broxton P. D., Harpold A. A., Biederman J. A., Troch P. A., Molotch N. P., and Brooks P. D.  ",2015,10.1002/eco.1565,Ecohydrology
Quantifying the effects of vegetation structure on snow accumulation and ablation in mixed-conifer forests,"Broxton P. D., Harpold A. A., Biederman J. A., Troch P. A., Molotch N. P., and Brooks P. D.  ",2015,10.1002/eco.1565,Ecohydrology
"Simulation of long-term soil water dynamics at Reynolds Creek, Idaho: Implications for rangeland productivity.","Seyfried, M., Finzel, J., Weltz, M., and K. Launchbaugh ",2016,10.1002/eco.1666,Ecohydrology
"Simulation of long-term soil water dynamics at Reynolds Creek, Idaho: implications for rangeland productivity.","Finzel, J.A., Seyfried, M.S., Weltz, M.A., and K. Launchbaugh ",2015,10.1002/eco.1666,Ecohydrology
"Influence of terrain aspect on water partitioning, vegetation structure, and vegetation greening in high elevation catchments in northern New Mexico","Zapata-Rios X., Brooks P.D., Troch P.A., McIntosh J. and Guo Q. ",2016,10.1002/eco.1674,Ecohydrology
"Influence of terrain aspect on water partitioning, vegetation structure, and vegetation greening in high elevation catchments in northern New Mexico","Zapata-Rios X., Brooks P.D., Troch P.A., McIntosh J. and Guo Q. ",2016,10.1002/eco.1674,Ecohydrology
Rapid tree water transport and residence times in a Pennsylvania catchment,"Gaines KP, FC Meinzer, CJ Duffy, EM Thomas, and DM Eissenstat ",2016,10.1002/eco.1747,"Ecohydrology, "
Hydrologic response and recovery to prescribed fire and vegetation removal in a small rangeland catchment.,"Flerchinger, G.N., Seyfried, M.S., and S.P. Hardegree ",2016,10.1002/eco.1751,Ecohydrology
Mapping and understanding dry-season soil water drawdown by California montane vegetation,"Fellows, A.W. and Goulden, M.L. ",2016,10.1002/eco.1772,Ecohydrology
Mapping and understanding dry-season soil water drawdown by California montane vegetation,"Fellows, A.W. and Goulden, M.L. ",2016,10.1002/eco.1772,Ecohydrology
Controls on gross production in an aspen-sagebrush vegetation mosaic,"Fellows, A., Flerchinger, G., Seyfried, M., Lohse, K.A., Patton, N. R. ",2019,10.1002/eco.2046,Ecohydrology
Hydrologic responses to climate warming for a snow‐dominated watershed and a transient snow watershed in the California Sierra,"Son, K.; Tague, C. ",2018,10.1002/eco.2053,"Ecohydrology, "
"Evaluating definitions of salmonid thermal refugia using in situ measurements in the Eel River, Northern California","Greer, G., Carlson, S.M, and Thompson, S.E. ",2019,10.1002/eco.2101,Ecohydrology
Vegetation source water identification using isotopic and hydrometric observations from a subhumid mountain catchment,"Dwivedi R., Eastoe C., Knowles J.F., Wright W.E., Hamann L., Minor R., Mitra B., Meixner T., McIntosh J., Ferre P.A.T., Castro C., Niu G.-Y., Barron‐Gafford G.A., Abramson N., Papuga S.A., Stanley M., Hu J., Chorover J. ",2020,10.1002/eco.2167,Ecohydrology
Increasing plant water stress and decreasing summer streamflow in response to a warmer and wetter climate in seasonally snow‐covered forests,"Christensen L., Adams HR, Tai X, Barnard HR, Brooks PD ",2020,10.1002/eco.2256,Ecohydrology e
Increasing plant water stress and decreasing summer streamflow in response to a warmer and wetter climate in seasonally snow‐covered forests,"Christensen L., Adams HR, Tai X, Barnard HR, Brooks PD ",2020,10.1002/eco.2256,Ecohydrology e
Ecohydrological consequences of drought- and infestation- triggered tree die-off: insights and hypotheses.,"Adams H.D., Luce C.H., Breshears D.D., Allen C.D., Weiler M., Hale V.C., Smith A.M.S., and Huxman T.E.  ",2012,10.1002/eco.233,Ecohydrology
"Quantifying the effects of forest canopy cover on net snow accumulation at a continental, mid-latitude site.","Veatch W., Brooks P.D., Gustafson J.R., and Molotch N.P. ",2009,10.1002/eco.45,Ecohydrology
"Quantifying the effects of forest canopy cover on net snow accumulation at a continental, mid-latitude site.","Veatch W., Brooks P.D., Gustafson J.R., and Molotch N.P. ",2009,10.1002/eco.45,Ecohydrology
Ecohydrological controls on snowmelt partitioning in mixed-conifer sub-alpine forests.,"Molotch N.P., Brooks P.D., Burns S.P., Litvak M., Monson R.K., McConnell J.R., and Musselman K. ",2009,10.1002/eco.48,Ecohydrology
Ecohydrological controls on snowmelt partitioning in mixed-conifer sub-alpine forests.,"Molotch N.P., Brooks P.D., Burns S.P., Litvak M., Monson R.K., McConnell J.R., and Musselman K. ",2009,10.1002/eco.48,Ecohydrology
Ecohydrological controls on snowmelt partitioning in mixed-conifer sub-alpine forests.,"Molotch N.P., Brooks P.D., Burns S.P., Litvak M., Monson R.K., McConnell J.R., and Musselman K. ",2009,10.1002/eco.48,Ecohydrology
Approaches to stream solute load estimation for solutes with varying dynamics from five diverse small watersheds,"Aulenbach, B. T., D. A. Burns, J. B. Shanley, R. D. Yanai, K. Bae, A. D. Wild, Y. Yang, and D. Yi. ",2016,10.1002/ecs2.1298,Ecosphere
Drought resistance across California ecosystems: evaluating changes in carbon dynamics using satellite imagery.,"S.L. Malone, M.G. Tulbure, A.J. PérezLuque, T.J. Assal, L.L. Bremer, D.P. Drucker, V. Hillis, S. Varela, M.L. Goulden ",2016,10.1002/ecs2.1561,Ecosphere.
Topographically driven differences in energy and water constrain climatic control on forest carbon sequestration,"Swetnam T.L., Brooks P.D., Barnard H.R., Harpold A.A., and Gallo E.L. ",2017,10.1002/ecs2.1797,Ecosphere
